5362,0,7543
334,1,1
7839,2,11258
824,0,736
914,2,871
5769,2,8153
9219,0,13328
9758,1,14137
2536,0,3304
173,0,-240
3031,1,4046
759,2,638
4670,1,6505
2901,2,3851
8071,2,11606
6328,2,8992
65,0,-402
4531,0,6296
3511,1,4766
4567,0,6350
5708,2,8062
9472,1,13708
7269,2,10403
5253,0,7379
8507,2,12260
5124,0,7186
6563,2,9344
8001,2,11501
241,0,-138
5844,2,8266
8154,0,11731
3291,0,4436
9537,0,13805
4900,0,6850
4120,2,5680
9585,1,13877
4693,1,6539
5844,2,8266
1590,2,1885
746,0,619
5229,0,7343
6526,0,9289
4552,1,6328
500,2,250
4766,1,6649
896,1,844
7390,2,10585
3304,1,4456
68,0,-398
5662,1,7993
8059,1,11588
4224,1,5836
9520,0,13780
9656,0,13984
6688,1,9532
5894,0,8341
164,0,-254
1089,1,1133
9075,0,13112
7482,1,10723
1063,1,1094
9695,1,14042
4990,2,6985
7147,2,10220
7111,1,10166
6295,1,8942
4966,0,6949
4921,0,6881
5930,1,8395
8824,2,12736
6207,1,8810
7308,0,10462
1039,0,1058
7642,0,10963
8803,1,12704
105,0,-342
7591,1,10886
1807,1,2210
4726,0,6589
601,1,401
1902,1,2353
6475,2,9212
2459,1,3188
3530,0,4795
9943,2,14414
8964,0,12946
2964,1,3946
6676,1,9514
3825,2,5237
7214,1,10321
7741,2,11111
696,1,544
5910,0,8365
7517,1,10775
4108,1,5662
5176,1,7264
9376,2,13564
2954,0,3931
4884,2,6826
1544,1,1816
4359,0,6038
6002,2,8503
5839,2,8258
6234,0,8851
4792,1,6688
2203,0,2804
3135,1,4202
1906,1,2359
8165,1,11747
6510,2,9265
3887,0,5330
8527,0,12290
5987,0,8480
692,1,538
2918,2,3877
2874,0,3811
649,0,473
8025,1,11537
4097,0,5645
3413,2,4619
7088,2,10132
4094,1,5641
1027,2,1040
5124,1,7186
9333,0,13499
5535,1,7802
2668,1,3502
2891,2,3836
918,2,877
6681,1,9521
2239,2,2858
2597,2,3395
4152,1,5728
4570,1,6355
6136,1,8704
9749,0,14123
5282,0,7423
3638,0,4957
6174,0,8761
4528,2,6292
6184,1,8776
1937,2,2405
3924,0,5386
9050,0,13075
4866,0,6799
5206,2,7309
6401,2,9101
9188,2,13282
9705,0,14057
3803,0,5204
6133,1,8699
5664,2,7996
9337,2,13505
2955,2,3932
5347,2,7520
113,0,-330
8153,0,11729
6980,0,9970
6552,2,9328
3970,2,5455
1272,2,1408
7194,0,10291
8319,1,11978
4606,1,6409
1761,1,2141
5698,2,8047
5816,1,8224
5945,0,8417
3787,2,5180
6062,2,8593
6183,1,8774
9371,0,13556
2833,0,3749
8507,0,12260
5734,0,8101
4677,2,6515
9084,2,13126
8319,1,11978
8279,2,11918
2607,0,3410
9614,1,13921
6743,2,9614
6666,2,9499
7240,0,10360
2230,1,2845
4467,1,6200
2,0,-497
6203,1,8804
9968,2,14452
8389,0,12083
8748,2,12622
4501,0,6251
5331,0,7496
9311,1,13466
8661,1,12491
7112,0,10168
5036,0,7054
3759,2,5138
5785,2,8177
879,1,818
6627,1,9440
4595,2,6392
4238,0,5857
7418,0,10627
6062,0,8593
2850,0,3775
4138,1,5707
6421,2,9131
5192,0,7288
3974,0,5461
2140,0,2710
2823,0,3734
5052,1,7078
6770,0,9655
3334,1,4501
4556,1,6334
9287,2,13430
755,2,632
5950,2,8425
3797,2,5195
2187,1,2780
9794,2,14191
4258,1,5887
1926,2,2389
3765,2,5147
1875,0,2312
421,0,131
120,2,-320
4709,2,6563
2953,2,3929
8801,1,12701
4228,2,5842
2364,1,3046
3096,0,4144
4447,1,6170
517,1,275
7111,1,10166
7367,1,10550
6035,2,8552
586,2,379
5594,1,7891
6759,1,9638
6415,1,9122
8828,2,12742
7798,1,11197
3073,0,4109
1733,1,2099
3047,1,4070
3900,2,5350
7197,0,10295
7148,1,10222
3733,2,5099
6763,0,9644
4987,1,6980
4461,2,6191
5993,0,8489
1032,2,1048
5815,2,8222
8301,1,11951
2091,0,2636
7726,0,11089
9817,1,14225
1262,0,1393
5415,0,7622
2787,2,3680
9760,0,14140
4774,0,6661
6367,1,9050
9393,1,13589
9421,0,13631
1516,2,1774
4248,0,5872
4538,0,6307
6329,2,8993
7102,0,10153
5356,0,7534
8505,1,12257
8911,1,12866
9447,1,13670
7187,1,10280
3396,1,4594
1649,1,1973
9203,0,13304
7182,1,10273
1088,2,1132
7940,0,11410
3792,0,5188
8248,1,11872
8457,2,12185
3622,1,4933
4883,2,6824
9034,2,13051
8998,1,12997
8327,0,11990
1184,0,1276
8833,2,12749
7414,1,10621
6252,0,8878
3836,1,5254
6546,1,9319
7892,0,11338
3008,0,4012
2502,0,3253
5406,0,7609
6341,2,9011
3574,2,4861
6316,1,8974
7463,1,10694
8107,0,11660
2427,0,3140
175,1,-237
7467,1,10700
7434,1,10651
3709,1,5063
1903,1,2354
1749,2,2123
6724,1,9586
4770,0,6655
8479,2,12218
2707,1,3560
1991,1,2486
3641,2,4961
7656,0,10984
9178,0,13267
7196,0,10294
2544,0,3316
8278,0,11917
7576,1,10864
9615,2,13922
4729,0,6593
9314,2,13471
6372,2,9058
5819,0,8228
7076,0,10114
5531,0,7796
4236,2,5854
9238,1,13357
4207,1,5810
6311,0,8966
6682,0,9523
6758,1,9637
2305,2,2957
4581,2,6371
2355,1,3032
1824,2,2236
5281,2,7421
2394,2,3091
7847,1,11270
9334,1,13501
4897,1,6845
2691,2,3536
9146,2,13219
4753,1,6629
1661,1,1991
175,0,-237
198,2,-203
8583,2,12374
750,0,625
3239,2,4358
9439,2,13658
9722,1,14083
7477,2,10715
9343,1,13514
4540,2,6310
6727,1,9590
1884,1,2326
2359,1,3038
1608,0,1912
1244,2,1366
3207,0,4310
334,1,1
7586,1,10879
1308,1,1462
478,1,217
3637,2,4955
2509,1,3263
2251,2,2876
5767,1,8150
3282,1,4423
5095,0,7142
9216,2,13324
9591,0,13886
2319,0,2978
5417,2,7625
1335,2,1502
3074,1,4111
8325,1,11987
245,0,-132
332,1,-2
4125,2,5687
190,1,-215
1532,1,1798
9177,1,13265
8574,2,12361
553,1,329
3570,2,4855
9460,1,13690
7703,0,11054
5926,2,8389
1251,1,1376
6425,0,9137
6856,0,9784
7217,1,10325
4932,0,6898
7551,0,10826
4936,2,6904
7035,2,10052
3807,0,5210
7615,1,10922
4076,1,5614
3730,0,5095
142,0,-287
3501,2,4751
3635,2,4952
3921,2,5381
3626,1,4939
8956,1,12934
8632,2,12448
264,2,-104
9020,2,13030
1433,1,1649
2364,2,3046
1035,0,1052
9672,1,14008
4692,0,6538
9971,1,14456
7019,0,10028
7437,1,10655
2042,0,2563
2188,1,2782
9735,0,14102
9375,0,13562
5468,1,7702
8273,1,11909
3611,1,4916
1922,2,2383
3402,0,4603
4653,0,6479
8282,1,11923
9848,0,14272
9446,1,13669
2521,2,3281
1204,0,1306
2752,1,3628
7787,1,11180
5434,2,7651
3193,0,4289
223,0,-165
8843,2,12764
1683,2,2024
1398,0,1597
624,2,436
623,0,434
1117,1,1175
977,0,965
6216,2,8824
577,1,365
5887,2,8330
4840,0,6760
3840,1,5260
194,0,-209
2350,0,3025
3252,2,4378
4289,2,5933
7149,2,10223
9769,1,14153
30,1,-455
8400,1,12100
1221,1,1331
5087,2,7130
4470,2,6205
3639,0,4958
5471,1,7706
7709,0,11063
8016,2,11524
9148,2,13222
9574,1,13861
6324,2,8986
355,1,32
5072,0,7108
2988,0,3982
5956,1,8434
4880,0,6820
9982,0,14473
4054,0,5581
2211,0,2816
2781,0,3671
4797,0,6695
4091,2,5636
7840,1,11260
6397,0,9095
7317,0,10475
9021,0,13031
4523,0,6284
7114,0,10171
7157,2,10235
5094,0,7141
4398,1,6097
2905,0,3857
4958,1,6937
773,0,659
9462,0,13693
7574,2,10861
1827,1,2240
7345,1,10517
5844,2,8266
4231,1,5846
7843,2,11264
703,0,554
9160,2,13240
4090,0,5635
7807,1,11210
2202,1,2803
4139,0,5708
8252,0,11878
7943,0,11414
4485,0,6227
5248,0,7372
6835,0,9752
9383,1,13574
2400,0,3100
6408,1,9112
580,0,370
4517,0,6275
9033,0,13049
7659,0,10988
8434,2,12151
4751,0,6626
3827,1,5240
5427,0,7640
5807,0,8210
4945,1,6917
4621,0,6431
4520,0,6280
3137,1,4205
4997,1,6995
9358,0,13537
1584,1,1876
3166,0,4249
6691,1,9536
5025,1,7037
6711,0,9566
9078,0,13117
976,1,964
4340,0,6010
8247,2,11870
1638,0,1957
7023,1,10034
6469,0,9203
1619,1,1928
9403,2,13604
8443,2,12164
794,1,691
6752,1,9628
7291,2,10436
3746,0,5119
3954,2,5431
6874,0,9811
4803,2,6704
7568,1,10852
955,1,932
4939,1,6908
2361,2,3041
554,2,331
6762,2,9643
9203,2,13304
533,1,299
8288,2,11932
1429,2,1643
6954,1,9931
6395,0,9092
2203,2,2804
7934,0,11401
5849,0,8273
8106,1,11659
8813,2,12719
3715,2,5072
9385,0,13577
4872,2,6808
4814,2,6721
7848,2,11272
8408,1,12112
1659,2,1988
6031,0,8546
1536,0,1804
6704,0,9556
5331,2,7496
683,1,524
5090,1,7135
9781,0,14171
8500,2,12250
8127,1,11690
7207,2,10310
5386,2,7579
5653,2,7979
3149,2,4223
7925,0,11387
3346,1,4519
6392,0,9088
3643,0,4964
4139,2,5708
2260,2,2890
1222,1,1333
2933,1,3899
5452,2,7678
3262,2,4393
5705,0,8057
5993,0,8489
4449,2,6173
7006,1,10009
6428,0,9142
5775,0,8162
4643,2,6464
4614,0,6421
8468,1,12202
9964,0,14446
5353,2,7529
895,1,842
5573,2,7859
6851,0,9776
683,1,524
5796,1,8194
915,2,872
9262,2,13393
7412,2,10618
1979,1,2468
497,1,245
1108,2,1162
5644,0,7966
6165,1,8747
4559,1,6338
7868,0,11302
6665,0,9497
5530,1,7795
8496,2,12244
6069,2,8603
7396,1,10594
6677,0,9515
408,0,112
9398,1,13597
2597,0,3395
8319,0,11978
526,1,289
7414,2,10621
1269,2,1403
2910,0,3865
1791,1,2186
2208,0,2812
248,1,-128
848,1,772
4903,1,6854
797,0,695
5955,0,8432
3374,1,4561
8297,1,11945
6840,0,9760
4389,0,6083
6886,1,9829
6645,0,9467
3054,2,4081
7009,2,10013
3386,1,4579
4389,1,6083
246,2,-131
5909,1,8363
3885,2,5327
9239,0,13358
1549,1,1823
4335,0,6002
1302,2,1453
6806,1,9709
8261,0,11891
9652,1,13978
3363,2,4544
3601,1,4901
3150,0,4225
909,2,863
2917,2,3875
4838,0,6757
4337,0,6005
8332,0,11998
1196,2,1294
46,0,-431
2759,1,3638
2947,2,3920
7837,0,11255
7073,2,10109
2160,2,2740
950,0,925
8058,0,11587
3112,0,4168
261,2,-108
5214,2,7321
1903,1,2354
2018,1,2527
8817,2,12725
762,1,643
3434,1,4651
4215,2,5822
3838,1,5257
694,1,541
6632,1,9448
4488,1,6232
8447,2,12170
6003,0,8504
410,0,115
3320,0,4480
7142,1,10213
1758,1,2137
1614,1,1921
1191,0,1286
8500,0,12250
4096,1,5644
3514,1,4771
6251,0,8876
5869,0,8303
5125,0,7187
6181,0,8771
7629,0,10943
1725,2,2087
2302,1,2953
623,0,434
6871,2,9806
5795,1,8192
1759,0,2138
5979,2,8468
7691,2,11036
3534,0,4801
3435,2,4652
3,1,-495
5336,1,7504
2232,0,2848
5272,0,7408
2791,1,3686
8917,0,12875
1519,1,1778
9763,2,14144
7861,1,11291
2948,0,3922
4023,1,5534
8035,1,11552
5365,1,7547
115,1,-327
6070,2,8605
939,0,908
2620,0,3430
742,1,613
6423,1,9134
104,0,-344
546,0,319
5123,0,7184
6511,1,9266
3636,2,4954
7217,2,10325
385,0,77
5409,1,7613
7203,2,10304
1664,2,1996
583,0,374
5924,1,8386
7350,0,10525
7198,1,10297
8982,1,12973
2403,1,3104
662,1,493
7094,0,10141
5883,1,8324
7130,1,10195
7906,2,11359
6649,2,9473
4643,2,6464
757,1,635
2354,2,3031
7417,2,10625
4550,0,6325
5360,0,7540
9401,2,13601
8433,1,12149
3774,1,5161
4588,1,6382
7973,2,11459
5909,0,8363
7817,1,11225
3481,2,4721
940,2,910
7829,0,11243
498,2,247
5296,0,7444
1626,0,1939
2075,0,2612
7070,1,10105
8305,2,11957
1792,1,2188
7418,2,10627
3468,1,4702
8093,0,11639
1180,2,1270
7564,2,10846
6020,2,8530
860,0,790
1049,0,1073
1946,2,2419
5822,0,8233
3691,1,5036
2732,0,3598
6815,1,9722
6755,0,9632
8411,0,12116
5119,2,7178
2868,1,3802
7279,2,10418
9118,1,13177
9623,1,13934
5916,2,8374
9490,0,13735
8799,2,12698
722,0,583
6715,1,9572
3072,0,4108
5728,0,8092
502,0,253
8559,1,12338
8513,0,12269
5330,2,7495
6146,2,8719
2700,2,3550
8419,0,12128
7548,0,10822
5412,2,7618
6682,0,9523
6355,2,9032
3623,1,4934
3385,2,4577
4100,1,5650
9681,2,14021
1646,1,1969
908,2,862
9878,0,14317
8268,2,11902
2761,1,3641
4852,0,6778
209,1,-186
9588,2,13882
627,1,440
6325,0,8987
1107,1,1160
7137,0,10205
2456,0,3184
4256,2,5884
2867,0,3800
7031,0,10046
3586,0,4879
9109,0,13163
2136,1,2704
7345,1,10517
370,1,55
2345,2,3017
9275,2,13412
1530,1,1795
3088,2,4132
1592,1,1888
4073,1,5609
6357,0,9035
9614,2,13921
3776,1,5164
7144,2,10216
384,1,76
3882,1,5323
3989,2,5483
5338,1,7507
1105,2,1157
385,0,77
4832,0,6748
4587,0,6380
3044,0,4066
116,1,-326
5672,0,8008
6836,1,9754
1470,1,1705
3907,0,5360
7894,0,11341
7897,2,11345
8794,2,12691
8828,0,12742
5416,1,7624
4409,2,6113
507,0,260
5194,1,7291
6135,2,8702
1553,0,1829
3192,2,4288
3217,1,4325
6889,0,9833
7522,2,10783
8595,1,12392
9007,2,13010
9992,1,14488
9694,1,14041
1203,0,1304
6332,1,8998
8134,1,11701
532,1,298
9172,1,13258
9211,0,13316
4871,1,6806
712,1,568
5984,0,8476
5712,1,8068
8956,2,12934
6312,1,8968
8948,2,12922
2929,1,3893
6952,1,9928
6983,2,9974
8526,0,12289
4166,2,5749
336,2,4
3791,0,5186
318,1,-23
6189,0,8783
9668,0,14002
2068,1,2602
3822,2,5233
3477,2,4715
5245,0,7367
590,2,385
7057,0,10085
7284,0,10426
6313,2,8969
9402,1,13603
8765,2,12647
905,1,857
2209,1,2813
2149,0,2723
4874,1,6811
5556,1,7834
9134,1,13201
6851,0,9776
2825,2,3737
3180,1,4270
9259,1,13388
241,2,-138
3760,1,5140
2595,2,3392
1453,1,1679
5025,1,7037
7545,1,10817
7147,2,10220
3479,0,4718
6586,1,9379
4274,2,5911
1653,1,1979
5809,0,8213
9511,2,13766
4024,1,5536
9946,0,14419
7092,2,10138
5709,2,8063
2210,2,2815
978,1,967
9908,1,14362
3270,1,4405
1495,1,1742
8818,2,12727
5902,2,8353
154,2,-269
9711,0,14066
8671,1,12506
3809,1,5213
1311,0,1466
1779,1,2168
8105,2,11657
1593,1,1889
3103,2,4154
7306,2,10459
1884,2,2326
572,0,358
1155,0,1232
6824,1,9736
9332,1,13498
7388,0,10582
3082,1,4123
6235,2,8852
420,0,130
3532,2,4798
8114,1,11671
5599,0,7898
5513,0,7769
4325,2,5987
62,2,-407
9824,2,14236
7102,0,10153
4683,2,6524
9305,0,13457
3075,0,4112
5597,2,7895
7095,1,10142
8974,1,12961
8695,2,12542
4236,0,5854
7311,1,10466
3562,2,4843
6445,0,9167
985,2,977
7232,0,10348
5144,2,7216
3487,1,4730
7543,1,10814
8274,2,11911
6008,2,8512
1273,2,1409
5974,2,8461
1076,1,1114
8329,0,11993
3714,0,5071
6113,1,8669
5700,0,8050
3108,2,4162
8656,1,12484
4661,0,6491
8933,0,12899
6057,2,8585
1783,2,2174
7321,0,10481
6285,2,8927
2082,2,2623
379,0,68
2702,0,3553
2021,0,2531
9920,2,14380
2667,2,3500
5234,0,7351
4536,2,6304
7042,0,10063
4004,0,5506
3087,2,4130
1365,1,1547
7838,1,11257
4515,2,6272
8225,2,11837
1351,1,1526
1053,1,1079
3967,2,5450
3179,0,4268
2638,1,3457
7319,0,10478
7243,2,10364
5322,2,7483
7624,2,10936
2777,2,3665
3572,2,4858
5369,1,7553
6212,2,8818
6960,0,9940
3533,0,4799
5812,0,8218
5326,0,7489
5635,2,7952
8463,1,12194
1123,2,1184
3428,2,4642
9099,2,13148
2561,0,3341
1252,0,1378
7808,1,11212
9203,0,13304
1030,1,1045
964,2,946
4446,0,6169
5303,0,7454
4106,0,5659
4499,2,6248
6112,2,8668
4381,1,6071
2001,2,2501
8990,1,12985
5400,0,7600
5230,0,7345
4411,2,6116
7242,1,10363
7045,1,10067
1207,2,1310
551,1,326
9921,0,14381
7605,1,10907
9576,1,13864
9048,1,13072
9170,0,13255
1917,2,2375
8279,1,11918
1529,0,1793
6131,1,8696
3587,0,4880
9554,0,13831
331,1,-3
8323,2,11984
9781,0,14171
5294,0,7441
8887,0,12830
3838,0,5257
3244,2,4366
5695,0,8042
477,2,215
9653,2,13979
8904,0,12856
7806,1,11209
5862,1,8293
1153,0,1229
3447,2,4670
9019,1,13028
3880,2,5320
1067,0,1100
6003,2,8504
3173,2,4259
4800,2,6700
4114,0,5671
6630,1,9445
5565,0,7847
4649,0,6473
395,2,92
6447,1,9170
1810,1,2215
1220,2,1330
9361,2,13541
7361,0,10541
1399,0,1598
531,0,296
2387,2,3080
1277,0,1415
9227,1,13340
6979,1,9968
1810,0,2215
6600,0,9400
2270,0,2905
1928,1,2392
8975,2,12962
1905,1,2357
1361,0,1541
9170,0,13255
2925,0,3887
7177,1,10265
8268,2,11902
8358,0,12037
6065,1,8597
2696,1,3544
1109,2,1163
4818,1,6727
7338,1,10507
4876,0,6814
7044,2,10066
9601,1,13901
9270,2,13405
1115,0,1172
7672,0,11008
4204,2,5806
9271,2,13406
1759,1,2138
2331,2,2996
2820,2,3730
4845,1,6767
6253,1,8879
1256,0,1384
3223,0,4334
7395,2,10592
9703,0,14054
6786,2,9679
2343,2,3014
8281,1,11921
5695,1,8042
208,1,-188
2938,0,3907
3896,0,5344
9986,1,14479
1218,1,1327
5223,1,7334
7227,2,10340
2183,0,2774
5858,2,8287
1345,0,1517
5924,2,8386
3649,1,4973
4916,0,6874
4278,2,5917
7856,0,11284
8555,0,12332
9548,2,13822
720,2,580
2582,1,3373
6621,2,9431
22,2,-467
2671,2,3506
2708,1,3562
6429,0,9143
3591,1,4886
1363,2,1544
2129,1,2693
421,2,131
8106,0,11659
2528,2,3292
5688,0,8032
9166,2,13249
7339,1,10508
5334,0,7501
4449,1,6173
2316,1,2974
6259,2,8888
2495,1,3242
515,2,272
1937,1,2405
899,0,848
7650,1,10975
3277,0,4415
2355,1,3032
8078,2,11617
5569,1,7853
8494,1,12241
8856,2,12784
2869,0,3803
3391,1,4586
3729,2,5093
8828,0,12742
8624,2,12436
6454,2,9181
2646,2,3469
2583,0,3374
608,0,412
6994,2,9991
1590,0,1885
7377,2,10565
4571,1,6356
309,1,-36
8460,2,12190
2619,1,3428
5160,2,7240
7221,2,10331
8343,1,12014
701,0,551
9319,1,13478
8568,1,12352
7745,0,11117
3535,0,4802
7039,2,10058
2493,1,3239
9882,1,14323
843,2,764
5588,0,7882
6469,1,9203
4879,0,6818
2418,0,3127
8066,0,11599
3516,2,4774
2419,1,3128
7313,1,10469
9668,1,14002
7823,2,11234
7123,2,10184
6270,0,8905
4097,0,5645
6386,1,9079
922,0,883
3038,2,4057
2755,0,3632
2428,0,3142
9761,1,14141
8715,0,12572
3484,0,4726
3540,2,4810
7063,2,10094
6027,1,8540
5427,0,7640
344,1,16
6459,2,9188
5079,2,7118
1523,2,1784
3290,0,4435
6949,0,9923
9732,1,14098
9220,0,13330
1604,1,1906
7384,0,10576
2945,1,3917
3472,2,4708
2415,0,3122
3056,1,4084
2830,1,3745
505,1,257
2826,1,3739
1535,1,1802
5449,2,7673
1028,1,1042
8168,0,11752
5503,1,7754
8319,2,11978
5833,0,8249
7377,1,10565
9702,0,14053
8119,1,11678
4854,0,6781
7286,1,10429
4386,0,6079
5283,1,7424
7904,2,11356
8985,2,12977
9366,2,13549
3975,1,5462
8180,1,11770
3962,1,5443
4235,1,5852
7964,0,11446
5692,0,8038
7754,0,11131
9683,1,14024
5598,1,7897
4858,0,6787
7096,2,10144
3953,0,5429
8924,1,12886
4561,0,6341
2742,1,3613
2265,0,2897
5791,1,8186
9128,2,13192
6598,2,9397
2521,1,3281
1857,0,2285
2255,2,2882
4834,0,6751
4189,1,5783
8484,2,12226
3309,1,4463
6886,1,9829
6299,0,8948
3511,1,4766
7747,2,11120
9323,2,13484
7625,0,10937
4250,1,5875
4271,1,5906
5232,1,7348
8284,0,11926
5751,0,8126
7188,0,10282
480,0,220
2870,1,3805
2696,1,3544
3449,2,4673
5852,2,8278
1590,2,1885
7934,0,11401
2275,0,2912
131,0,-303
1765,1,2147
9123,2,13184
108,0,-338
259,2,-111
6784,2,9676
8865,0,12797
1765,1,2147
1946,0,2419
669,0,503
9148,2,13222
3435,1,4652
8995,0,12992
5938,0,8407
2016,1,2524
9188,1,13282
5216,2,7324
7868,1,11302
3234,2,4351
519,0,278
100,2,-350
5960,1,8440
5987,0,8480
5940,2,8410
7171,2,10256
1081,0,1121
6437,2,9155
9609,0,13913
7523,2,10784
2703,0,3554
1792,2,2188
1486,2,1729
6513,2,9269
3990,0,5485
6092,0,8638
8810,0,12715
7697,1,11045
641,0,461
5993,0,8489
324,2,-14
5255,1,7382
8160,2,11740
2854,1,3781
8700,0,12550
8371,0,12056
2687,0,3530
1695,1,2042
762,0,643
7732,2,11098
41,1,-438
2794,0,3691
5691,1,8036
7445,2,10667
1546,2,1819
3467,0,4700
2407,1,3110
8713,2,12569
7733,0,11099
8191,2,11786
1774,1,2161
5880,1,8320
2182,1,2773
6848,1,9772
4689,0,6533
51,1,-423
3910,0,5365
5956,2,8434
5813,0,8219
9264,2,13396
6113,0,8669
1625,1,1937
4180,1,5770
6849,1,9773
3822,0,5233
5134,0,7201
725,1,587
5802,2,8203
9698,1,14047
2368,1,3052
1101,1,1151
3211,2,4316
141,2,-288
7906,2,11359
1867,2,2300
8120,2,11680
8916,0,12874
7881,2,11321
3456,0,4684
3771,1,5156
5100,2,7150
1179,0,1268
7216,1,10324
8281,2,11921
9197,0,13295
5430,2,7645
416,2,124
6444,2,9166
1516,2,1774
1573,2,1859
9604,1,13906
7769,2,11153
7103,2,10154
8041,0,11561
5458,2,7687
1266,1,1399
361,0,41
9622,2,13933
3193,1,4289
618,0,427
4982,0,6973
7173,2,10259
6649,2,9473
7233,2,10349
2004,1,2506
1439,0,1658
8122,1,11683
9250,1,13375
9679,1,14018
4342,1,6013
1549,0,1823
7153,1,10229
537,1,305
8385,0,12077
7423,2,10634
8582,2,12373
3679,0,5018
6874,1,9811
5502,2,7753
4919,1,6878
3445,1,4667
2134,0,2701
2912,0,3868
3751,2,5126
3384,1,4576
6881,2,9821
7246,2,10369
7796,1,11194
6076,2,8614
1797,0,2195
9929,2,14393
4293,1,5939
862,0,793
1105,0,1157
7214,0,10321
3617,0,4925
353,0,29
888,2,832
7072,1,10108
9379,0,13568
3367,1,4550
8573,2,12359
4815,0,6722
7869,0,11303
732,0,598
6823,1,9734
5482,0,7723
8782,1,12673
2943,2,3914
1426,2,1639
1323,1,1484
9607,2,13910
5082,1,7123
6489,1,9233
616,2,424
1142,2,1213
4681,0,6521
2138,0,2707
351,2,26
1194,0,1291
2694,1,3541
4958,1,6937
4814,1,6721
7090,1,10135
395,0,92
6357,1,9035
5153,0,7229
3082,0,4123
2685,0,3527
5598,2,7897
5854,1,8281
7299,0,10448
8868,1,12802
3122,0,4183
5199,1,7298
1148,1,1222
3515,0,4772
2711,1,3566
5429,2,7643
6134,1,8701
5075,2,7112
3383,2,4574
2486,2,3229
9159,0,13238
8694,0,12541
4680,0,6520
5901,2,8351
7990,2,11485
2130,2,2695
4582,0,6373
1624,0,1936
3170,0,4255
3041,1,4061
4541,0,6311
2492,0,3238
4980,1,6970
3068,0,4102
9817,0,14225
8939,1,12908
5219,0,7328
7502,0,10753
8523,2,12284
4759,0,6638
8330,2,11995
1154,0,1231
9360,0,13540
293,2,-60
1909,0,2363
1139,2,1208
8873,2,12809
1201,2,1301
3572,0,4858
6916,2,9874
453,1,179
2552,2,3328
8718,1,12577
8400,0,12100
1734,2,2101
8252,2,11878
1269,2,1403
7272,1,10408
3805,0,5207
9318,0,13477
7170,0,10255
4163,0,5744
2458,2,3187
9232,2,13348
2103,2,2654
7495,2,10742
3618,0,4927
5865,1,8297
4738,1,6607
3563,1,4844
6904,2,9856
7389,2,10583
2332,2,2998
8175,2,11762
7122,2,10183
2059,1,2588
8862,1,12793
2280,0,2920
2207,1,2810
6602,0,9403
9041,0,13061
531,2,296
2266,0,2899
3609,2,4913
8829,1,12743
866,2,799
8655,0,12482
8245,1,11867
2310,0,2965
6058,0,8587
9029,1,13043
7327,1,10490
4309,0,5963
5836,1,8254
6651,2,9476
3286,1,4429
6013,0,8519
1760,2,2140
7782,0,11173
4919,1,6878
9511,1,13766
7756,2,11134
7830,2,11245
2200,1,2800
1149,2,1223
1279,1,1418
8692,0,12538
7958,0,11437
8601,1,12401
